x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,f1,f2,f3
3,4,2,0,0,1,0,4,0,4,0,3,1,0,2,3,0,4,0,0,798.336569579288,11.0,11.435897435897436
3,4,2,0,0,1,0,4,0,4,0,3,1,3,4,4,3,4,1,0,795.4932038834952,14.0,88.62068965517241
3,1,4,2,2,3,4,3,0,3,0,3,2,3,2,3,0,4,0,0,798.5122977346279,15.0,146.94285714285715
1,2,0,3,3,1,0,0,0,3,4,2,0,1,4,4,2,2,1,0,797.3763754045308,14.0,9.254752851711029
2,1,0,2,2,1,1,2,2,2,0,4,2,3,4,1,1,1,3,2,797.3122977346278,18.0,10.198757763975156
0,4,2,0,2,4,2,4,1,3,3,4,2,3,3,1,1,2,2,0,800.468932038835,17.0,14.339080459770114
0,0,3,2,4,4,3,2,1,1,0,3,1,3,2,1,2,3,4,2,799.9090614886732,17.0,28.02747252747253
4,1,2,0,0,1,2,4,4,1,0,2,1,2,3,0,0,2,0,2,798.6644012944984,14.0,6.812765957446809
4,1,4,0,4,3,4,1,2,0,0,4,2,3,1,3,1,1,3,3,798.9980582524272,17.0,11.03820224719101
3,0,1,3,3,1,3,1,3,1,0,0,2,2,1,4,1,1,3,2,798.847572815534,17.0,13.85
1,2,0,2,4,0,4,3,0,3,3,0,3,1,4,1,2,2,3,2,798.5558433149887,16.0,6.414073071718539
3,4,1,2,2,3,3,0,2,1,0,3,4,1,2,0,1,3,4,3,800.5619941728714,17.0,18.014440433213
3,3,1,0,1,1,0,4,2,0,3,3,1,4,0,1,1,4,2,4,803.2650485436893,16.0,17.62676056338028
3,4,3,0,0,0,4,0,3,4,2,4,1,0,2,0,4,0,2,2,805.8821243523316,13.0,95.0925925925926
0,0,4,3,3,1,2,3,1,3,3,0,0,0,4,2,4,3,3,3,802.3339805825243,15.0,34.4054054054054
0,1,2,3,3,0,4,1,2,1,1,1,2,3,2,2,4,0,1,0,801.3020394949822,16.0,18.097122302158272
2,0,4,0,3,4,3,4,0,4,1,3,2,2,1,1,0,0,4,2,796.8368932038835,15.0,12.148418491484184
4,3,4,2,4,3,4,4,3,3,1,2,4,2,2,1,3,0,4,1,796.9462783171521,19.0,71.22222222222223
4,1,2,2,1,4,2,4,0,0,3,1,2,2,2,1,2,0,4,0,799.2200647249191,16.0,18.39051094890511
4,0,2,0,1,1,4,3,4,0,0,1,3,1,4,2,3,4,1,3,799.5446601941748,16.0,10.997747747747749
1,2,2,1,2,4,4,3,3,4,3,2,2,3,3,4,0,2,1,4,796.9453074433657,19.0,14.66470588235294
0,0,2,0,3,1,2,2,2,4,0,3,1,3,1,0,0,0,0,1,801.3983818770226,12.0,5.348571428571429
0,4,2,0,2,4,4,0,3,4,2,4,1,0,2,0,4,0,2,2,803.179022337326,14.0,24.49275362318841
1,2,0,2,4,0,4,3,0,3,3,4,1,0,2,0,4,0,2,2,797.9125930721916,14.0,10.215031315240084
2,0,4,3,3,1,2,3,1,3,3,0,0,0,4,2,4,3,3,3,799.9828478964401,16.0,22.638392857142858
1,2,2,1,2,4,4,3,3,4,3,2,2,3,3,4,1,2,1,4,796.7941747572816,20.0,16.083601286173632
4,1,2,0,0,1,2,4,4,1,0,3,1,3,1,0,0,0,0,1,799.5307443365696,13.0,7.794212218649518
1,2,0,3,3,1,0,0,0,3,4,2,0,1,4,4,2,2,4,2,804.0553577209453,15.0,8.58259325044405
4,3,4,2,4,3,4,4,3,4,2,4,1,0,2,0,4,4,1,2,796.8265372168285,18.0,111.71739130434784
4,0,2,0,0,0,4,0,3,4,2,4,1,0,2,0,4,0,2,2,806.3552461139897,12.0,85.53333333333333
4,0,2,0,0,0,4,4,3,4,2,4,1,0,2,0,0,0,0,1,799.644545160246,11.0,14.190340909090908
3,4,2,0,3,1,3,4,0,2,4,1,3,3,1,0,4,0,2,2,794.7333333333333,16.0,93.03636363636365
4,1,2,2,1,4,2,4,0,2,4,1,3,3,1,0,0,0,0,1,795.1598705501618,15.0,37.14598540145985
4,0,2,0,3,0,4,4,3,4,2,4,1,0,2,0,0,0,0,1,798.63936549045,12.0,14.339080459770114
3,4,2,0,3,1,3,4,0,2,4,1,3,3,1,0,0,0,0,1,795.5423948220065,14.0,56.15384615384615
3,4,2,0,3,1,3,4,0,2,4,1,3,3,1,0,0,0,1,2,795.3838187702265,15.0,71.125
3,4,3,0,0,0,2,4,0,2,4,1,3,3,1,0,0,0,0,1,798.9588863709938,12.0,48.24528301886792
4,0,2,0,3,0,4,4,3,4,2,4,1,0,2,0,4,0,2,2,797.8339268371641,14.0,111.65217391304348
4,3,4,0,3,0,4,4,3,4,2,4,1,0,2,0,4,0,2,2,797.5257364842992,15.0,111.71739130434784
4,3,4,2,4,3,4,4,3,4,2,4,1,0,2,0,4,0,2,2,796.9786407766991,17.0,111.69565217391305
4,0,2,0,3,0,4,0,3,4,2,4,1,0,2,0,4,0,2,2,801.4886658031088,13.0,111.47826086956522
4,3,4,2,3,1,3,4,0,2,4,1,3,3,1,0,4,0,2,2,794.8514563106796,17.0,104.3877551020408
4,0,2,0,0,0,4,4,3,4,2,4,1,0,2,0,4,0,2,2,798.8384590482357,13.0,102.82
3,3,4,2,4,3,4,4,3,4,2,4,1,0,2,0,4,4,1,2,796.8265372168285,18.0,111.71739130434784
4,0,2,0,3,0,2,4,0,2,4,1,3,3,1,0,0,0,0,1,798.2272580123017,12.0,46.0
4,0,2,0,3,1,4,4,0,2,4,1,3,3,1,0,0,0,1,2,795.942071197411,14.0,66.48051948051948
4,3,4,0,3,1,3,4,0,2,4,1,3,3,1,0,4,0,2,2,794.7333333333333,16.0,104.42857142857144
3,3,4,2,4,3,4,4,0,2,4,1,3,3,1,0,0,0,0,1,795.1598705501618,15.0,69.01351351351352
4,3,4,0,3,1,4,4,3,4,2,4,1,0,2,0,4,0,1,2,797.2012944983819,16.0,111.71739130434784
4,0,2,0,3,0,4,0,3,4,2,4,1,0,2,0,4,0,0,1,801.6466968911917,12.0,63.160493827160494
4,3,2,0,3,1,4,4,0,2,4,1,3,3,1,0,0,0,0,1,795.5423948220065,14.0,60.11764705882353
4,0,2,0,3,0,4,4,0,2,4,1,3,3,1,0,0,0,0,1,798.2272580123017,12.0,52.65979381443299
4,0,2,0,3,0,4,0,3,4,2,4,1,0,2,0,4,0,1,2,801.4886658031088,13.0,111.47826086956522
4,3,4,0,3,1,4,4,0,2,4,1,3,3,1,0,0,0,0,1,795.5423948220065,14.0,60.11764705882353
4,3,2,0,3,1,4,4,0,4,2,4,1,0,2,0,4,0,2,2,796.0012944983819,15.0,111.71739130434784
4,0,2,0,0,0,4,4,3,4,2,4,1,0,2,0,4,0,0,1,798.9964389770153,12.0,102.82
4,3,4,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,2,2,794.7333333333333,16.0,5149.0
4,3,4,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,0,1,794.8906148867314,15.0,5149.0
4,0,2,0,0,0,4,4,3,4,2,4,3,3,1,0,4,0,2,2,797.4933635480738,14.0,736.1428571428571
4,0,2,0,3,0,4,4,3,4,2,4,3,3,1,0,0,0,0,1,797.6231790223374,13.0,99.03846153846152
3,4,3,0,0,0,4,0,3,4,2,1,3,2,1,2,3,4,1,2,801.467292746114,16.0,67.32894736842105
4,1,2,2,1,4,2,4,0,2,4,1,3,2,1,2,3,4,1,2,795.5948220064724,19.0,70.12328767123287
0,4,2,0,2,4,4,0,3,4,2,4,1,3,1,0,0,0,0,1,802.7206215603755,13.0,9.907815631262524
1,2,0,2,4,0,4,3,0,3,3,0,3,1,4,1,0,0,0,1,798.9805762382648,13.0,5.4485981308411215
4,3,2,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,2,2,794.7333333333333,16.0,5149.0
4,0,2,0,0,0,4,4,3,4,2,4,3,3,1,0,0,0,0,1,798.3020394949822,12.0,92.05357142857144
4,4,2,0,3,1,4,4,0,2,4,1,3,3,1,0,0,0,0,1,795.5423948220065,14.0,60.11764705882353
4,0,2,0,3,0,4,4,0,2,4,1,3,3,1,0,4,0,2,2,797.4185820653934,14.0,100.31372549019608
4,3,4,0,3,1,3,4,0,4,2,4,3,3,1,0,0,0,0,1,795.5423948220065,14.0,125.65853658536584
4,0,2,0,0,0,3,4,0,4,2,4,3,3,1,0,4,0,0,1,798.2554224668178,12.0,644.125
4,0,2,0,3,0,3,4,3,4,2,4,1,0,2,0,4,0,0,1,797.9919067659437,13.0,111.65217391304348
4,0,2,0,3,0,3,4,0,2,4,1,3,3,1,0,4,0,0,1,797.5765619941728,13.0,71.90140845070422
4,0,2,0,0,0,3,4,0,4,2,4,3,0,2,0,4,0,0,1,799.5998705082551,11.0,1030.4
4,0,2,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,0,1,795.4488673139159,14.0,1716.0
4,0,2,0,0,0,3,4,0,4,2,4,3,3,1,0,4,0,2,2,798.0974425380382,13.0,736.1428571428571
4,0,2,0,3,0,3,4,0,2,4,1,3,3,1,0,0,0,0,1,798.2272580123017,12.0,52.65979381443299
4,3,4,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,2,1,794.7333333333333,16.0,5149.0
4,0,2,0,0,0,3,4,0,4,2,4,3,3,1,0,0,0,0,1,798.9067659436711,11.0,90.43859649122808
4,0,2,0,0,0,3,4,0,4,2,4,3,0,1,0,4,0,0,1,799.5998705082551,11.0,1030.4
4,0,2,0,3,0,3,4,0,4,2,4,3,3,1,0,4,0,0,1,797.5765619941728,13.0,1287.0
4,0,2,0,3,0,4,4,0,2,4,1,4,3,1,0,0,0,0,1,798.2272580123017,12.0,54.340425531914896
4,0,2,0,0,0,3,4,0,4,2,4,3,0,2,0,0,0,0,1,800.247976691486,10.0,51.23
4,0,2,0,0,0,3,4,0,4,2,4,3,0,2,0,4,0,2,2,799.4425380382,12.0,1288.0
4,3,4,0,3,0,3,4,0,4,2,4,3,3,1,0,4,0,0,1,797.0187763030107,14.0,2574.5
4,0,2,0,3,0,4,4,0,4,2,4,3,3,1,0,4,0,0,1,797.5765619941728,13.0,1287.0
4,0,2,0,3,1,3,4,0,4,2,4,3,3,1,0,0,0,0,1,796.0993527508091,13.0,99.03846153846152
4,0,2,0,0,1,3,4,0,4,2,4,3,3,1,0,4,0,0,1,796.126860841424,13.0,736.1428571428571
4,0,2,0,0,0,3,4,0,4,2,3,3,3,1,0,0,0,0,1,798.9067659436711,11.0,90.43859649122808
4,0,2,0,3,1,3,4,0,2,4,1,3,2,1,2,3,4,1,2,796.1174757281553,17.0,54.37234042553192
0,0,4,3,3,1,2,3,1,3,3,3,1,3,1,0,0,0,0,1,799.5,14.0,39.627906976744185
2,0,4,0,3,4,3,4,0,4,1,3,0,0,4,2,4,3,3,3,798.1663430420712,15.0,74.4927536231884
1,2,0,2,4,1,3,4,0,2,4,1,3,2,1,2,3,4,1,1,795.5271844660194,18.0,13.607142857142858
4,0,2,0,3,0,3,4,0,4,2,4,3,3,1,0,0,0,0,1,798.2272580123017,12.0,97.16981132075472
4,0,4,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,0,1,795.4488673139159,14.0,1716.0
4,0,2,0,0,0,3,4,0,4,3,4,3,0,2,0,4,0,2,2,799.4425380382,12.0,1288.0
4,0,2,0,3,0,3,4,0,2,4,4,3,3,1,0,0,0,0,1,798.2272580123017,12.0,171.7
4,0,2,0,0,1,3,4,0,4,2,4,3,0,1,0,4,0,0,1,797.4715210355987,12.0,1288.0
4,0,2,0,3,1,3,4,0,4,2,4,3,0,2,0,0,0,0,1,797.115857605178,12.0,53.86315789473685
4,0,2,0,0,0,3,4,0,4,2,4,3,0,1,0,4,0,0,2,799.5998705082551,11.0,1288.0
4,0,2,0,0,1,3,4,0,4,2,4,3,3,1,0,0,0,0,1,796.7779935275081,12.0,92.05357142857144
4,0,2,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,0,2,795.4488673139159,14.0,1716.0
4,0,2,0,0,0,3,4,0,4,2,4,3,0,1,0,0,0,0,1,800.247976691486,10.0,51.23
4,1,2,3,3,4,2,4,0,2,4,1,3,2,1,2,3,4,1,2,795.5948220064724,19.0,70.12328767123287
3,4,2,0,3,1,3,4,0,2,4,1,3,2,1,2,3,4,1,2,795.4754045307443,18.0,67.39473684210526
2,0,4,0,3,4,3,3,0,3,3,4,1,0,2,0,4,0,2,2,796.3100323624595,14.0,25.781725888324875
4,1,0,2,4,0,4,3,0,3,3,4,1,0,2,0,4,0,2,2,797.9125930721916,14.0,26.867724867724867
4,0,2,0,3,1,3,4,0,4,3,4,3,3,1,0,0,0,0,1,796.0993527508091,13.0,177.6206896551724
4,0,2,0,0,1,3,4,0,4,2,4,3,0,1,0,4,0,0,2,797.4715210355987,12.0,1288.0
4,0,2,0,0,0,3,4,0,4,2,4,3,3,1,0,0,0,0,2,798.9067659436711,11.0,92.05357142857144
4,0,2,0,0,1,3,4,0,4,2,4,3,0,2,0,0,0,0,2,798.1194174757281,11.0,51.74747474747475
4,0,2,0,0,1,3,4,0,4,3,4,3,3,1,0,0,0,0,1,796.7779935275081,12.0,156.24242424242425
4,3,4,0,3,0,3,4,0,4,2,4,3,3,1,0,4,0,0,2,797.0187763030107,14.0,5149.0
4,0,2,0,0,0,3,4,0,4,2,3,3,0,1,0,4,0,0,2,799.5998705082551,11.0,1288.0
4,3,2,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,0,1,794.8906148867314,15.0,5149.0
4,0,2,0,3,1,3,4,0,4,3,4,3,3,1,0,4,0,0,2,795.4488673139159,14.0,1716.0
4,1,2,2,1,4,2,4,0,2,4,1,1,3,1,0,0,0,0,1,795.1598705501618,15.0,20.208
3,4,3,0,0,0,4,4,3,4,2,4,1,0,2,0,4,0,2,2,798.8145030754289,14.0,98.92307692307692
4,0,2,0,3,1,4,4,3,4,2,4,1,0,2,0,4,0,2,2,797.5093851132686,15.0,111.65217391304348
4,0,2,0,4,0,4,3,0,3,3,4,1,0,2,0,4,0,2,2,798.4380058271286,13.0,85.58333333333333
3,4,2,0,3,1,3,4,0,2,4,1,1,3,1,0,0,0,0,1,795.5423948220065,14.0,14.48546511627907
4,0,2,0,3,1,3,4,0,2,4,1,3,2,1,2,0,0,0,1,796.9948220064725,14.0,30.214285714285715
4,3,4,0,3,1,3,4,0,4,2,4,3,3,1,0,4,0,0,2,794.8906148867314,15.0,5149.0
4,1,2,2,1,4,2,4,0,2,4,1,1,3,1,0,0,0,1,2,795.0025889967637,16.0,21.91774891774892
4,1,2,2,3,1,3,4,0,2,4,1,3,2,1,2,3,4,1,2,795.5948220064724,19.0,86.79661016949153
4,1,2,2,1,4,2,4,0,2,4,1,3,2,1,0,0,0,0,1,795.1598705501618,15.0,29.5
4,1,2,3,3,4,2,4,0,2,4,1,3,2,1,2,3,0,0,1,795.9048543689321,17.0,65.57692307692308
4,0,2,0,3,1,4,4,3,4,2,4,1,0,2,0,0,0,0,1,798.315210355987,13.0,14.339080459770114
4,0,2,0,4,0,2,4,0,2,4,1,1,3,1,0,0,0,1,2,798.0692780835221,13.0,14.505813953488373
3,4,2,0,3,1,3,4,0,2,4,1,3,2,2,0,4,0,2,2,794.7333333333333,16.0,47.67289719626168
3,4,2,0,3,1,3,4,0,2,4,1,3,0,2,0,4,0,2,2,796.0012944983819,15.0,78.73846153846154
4,2,2,4,0,3,1,0,1,0,2,3,1,3,4,0,4,1,0,1,802.3334412431208,15.0,9.973790322580646
3,2,1,3,1,0,1,4,4,3,1,1,0,0,1,1,1,1,2,2,799.0760764001295,17.0,11.109865470852018
1,4,1,1,1,3,2,0,2,3,1,1,2,0,2,2,4,4,0,4,801.3551311103918,17.0,14.99698795180723
2,0,2,2,2,3,2,1,3,3,1,0,2,0,2,3,0,4,3,2,799.2029126213592,16.0,24.4375
3,4,0,3,0,1,4,1,0,1,3,2,4,2,4,2,3,0,4,2,796.968284789644,16.0,17.774647887323944
2,0,3,0,1,2,4,4,2,1,2,2,4,0,2,2,2,1,0,1,798.4938511326861,16.0,7.9769736842105265
1,1,4,1,3,0,1,3,2,1,0,3,2,1,3,4,1,4,3,3,797.6299773389446,18.0,7.609794628751975
2,3,2,2,3,3,1,0,3,4,1,3,2,1,0,3,2,4,4,4,800.4383295564908,18.0,16.22801302931596
2,0,2,4,0,2,2,4,2,3,2,2,2,1,4,0,3,4,2,2,797.6009708737864,17.0,19.05703422053232
2,3,2,4,2,2,2,2,3,2,1,3,2,2,4,1,4,1,1,2,796.7941747572816,20.0,22.7847533632287
3,2,0,3,1,4,4,4,3,2,4,4,2,0,1,1,4,3,4,1,797.7275080906148,18.0,102.88
1,1,0,3,1,1,0,1,0,2,1,3,1,4,0,3,3,2,3,4,799.7171521035599,16.0,11.891826923076923
0,4,1,1,2,0,2,3,2,3,0,4,2,0,4,4,2,0,2,4,801.0009711880867,15.0,10.523706896551724
4,0,2,0,3,0,2,4,4,4,1,2,4,3,3,3,1,3,2,3,797.640660407899,17.0,23.25
3,3,1,4,4,2,2,3,2,3,0,2,2,3,2,1,3,0,0,4,797.6148867313916,17.0,44.45217391304348
3,1,2,0,1,3,0,3,4,4,2,1,3,0,1,3,2,1,2,2,801.964077669903,17.0,15.65
3,4,3,4,4,0,0,1,2,2,4,2,4,2,4,0,3,2,2,4,801.026860841424,17.0,47.28703703703704
1,0,0,2,4,3,0,4,1,0,3,3,4,4,3,3,3,3,1,2,803.6909385113269,16.0,15.706624605678233
3,4,0,3,0,1,4,1,0,1,3,2,4,2,4,0,3,4,2,2,795.2051779935275,16.0,31.81875
3,4,3,4,4,0,0,1,2,2,4,2,4,0,2,3,0,4,3,2,803.1003236245955,16.0,54.56382978723404
3,4,0,3,0,1,4,1,0,1,3,2,4,2,4,0,4,1,0,1,795.3631067961165,15.0,17.350515463917525
3,1,2,0,1,3,0,3,1,0,3,3,4,4,3,3,3,3,1,2,803.095792880259,17.0,735.7142857142857
3,4,0,3,0,1,4,1,0,1,3,2,4,2,4,2,3,2,2,4,796.1,17.0,28.43575418994413
1,4,1,0,0,4,4,3,0,1,4,2,2,3,3,1,0,0,3,2,797.5676375404531,15.0,10.594017094017094
3,1,2,0,1,3,0,3,4,4,2,2,4,3,3,3,1,3,2,3,800.6948220064725,18.0,25.135
1,1,0,3,1,1,0,1,0,3,1,1,2,0,2,2,4,4,0,4,800.7067961165048,15.0,9.2561669829222
3,4,3,4,4,2,2,3,4,4,2,2,4,4,3,3,3,3,1,2,796.7941747572816,20.0,367.7142857142857
3,4,3,0,4,1,4,1,0,1,3,2,4,2,4,0,4,1,0,1,794.7391585760518,16.0,21.46186440677966
4,0,2,0,3,0,4,1,0,1,3,2,2,0,2,1,3,0,0,4,799.489802525089,13.0,10.977678571428571
3,0,2,0,3,0,4,1,0,1,4,2,4,2,4,0,4,4,0,4,797.508902557462,14.0,31.245398773006134
3,3,1,0,0,4,4,3,0,1,3,3,4,4,3,3,3,3,1,2,796.0482200647249,17.0,166.1290322580645
3,4,3,4,4,1,4,1,0,1,3,2,4,2,4,0,4,1,0,1,794.8566343042071,17.0,23.12328767123288
4,0,2,0,3,2,2,4,2,3,2,2,2,4,3,3,3,3,0,4,797.4741100323624,17.0,367.8571428571428
4,0,2,0,3,2,2,4,2,3,2,2,2,4,3,3,3,3,0,1,797.4741100323624,17.0,367.8571428571428
4,0,2,0,3,2,2,4,2,4,2,2,4,4,3,3,3,4,0,4,797.4741100323624,17.0,367.8571428571428
4,0,2,0,3,2,2,4,2,3,2,2,2,4,2,1,3,0,0,4,797.5423948220065,16.0,102.84
3,3,1,0,0,4,4,3,1,0,3,3,4,4,3,3,3,3,1,2,799.0595469255663,17.0,5154.0
4,0,2,0,3,2,2,1,0,1,3,2,2,0,2,1,3,0,0,4,797.3621359223301,14.0,10.64069264069264
3,1,2,0,1,2,2,3,4,4,2,2,4,4,3,3,3,4,0,4,796.8320388349515,18.0,367.8571428571428
4,0,2,0,3,0,4,1,0,1,3,2,2,0,2,1,3,0,0,1,799.489802525089,13.0,10.953229398663698
4,0,2,0,3,2,2,4,2,0,3,3,4,4,3,1,3,0,0,4,799.2588996763754,15.0,77.83333333333333
3,3,1,0,0,4,4,3,0,1,3,3,4,4,3,3,3,3,0,1,796.205501618123,16.0,166.1290322580645
3,1,1,0,0,4,4,3,0,1,4,2,4,2,4,0,4,4,0,1,795.3119741100323,15.0,59.674418604651166
3,3,1,0,0,4,4,3,1,0,3,3,4,4,3,3,3,4,0,4,799.2174757281554,16.0,5154.0
3,1,2,0,3,2,2,4,2,0,3,3,4,4,3,3,3,4,0,4,798.6440129449838,17.0,197.8846153846154
4,0,1,0,0,4,4,3,0,1,3,3,4,4,3,3,3,3,0,1,797.3355987055016,15.0,166.06451612903226
4,0,2,0,0,4,4,3,0,1,3,3,4,4,3,3,3,3,0,1,797.3355987055016,15.0,166.06451612903226
4,0,1,0,0,4,4,3,0,1,4,2,4,2,4,0,4,4,0,1,796.4414239482201,14.0,49.22115384615385
3,4,3,0,3,2,2,4,2,0,3,3,4,4,3,3,3,4,0,4,798.6440129449838,17.0,205.8
3,4,3,4,4,1,4,1,0,1,3,2,4,2,4,0,4,1,0,4,794.8566343042071,17.0,23.12328767123288
3,3,1,0,0,4,4,3,0,1,3,3,4,4,3,3,3,4,0,4,796.205501618123,16.0,166.1290322580645
3,4,3,0,3,2,2,4,2,0,3,3,4,4,3,0,4,4,0,1,797.7498381877023,16.0,205.72
3,3,1,0,0,4,4,3,0,1,3,3,4,4,3,1,3,0,0,4,797.073786407767,15.0,70.5068493150685
4,0,2,0,1,2,2,3,4,4,2,2,4,4,3,3,3,4,0,4,797.4741100323624,17.0,343.3333333333333
3,1,3,4,4,2,2,3,4,4,2,2,4,4,3,3,3,3,1,2,796.7941747572816,20.0,367.7142857142857
4,0,2,0,3,0,4,1,0,1,3,2,2,0,2,1,3,0,0,2,799.489802525089,13.0,10.977678571428571
3,1,2,0,1,2,2,3,0,1,3,2,4,2,4,0,4,3,0,1,794.7391585760518,16.0,51.28
3,0,1,0,0,4,4,3,0,1,3,3,4,4,3,3,3,3,0,1,797.3355987055016,15.0,166.06451612903226
3,3,1,0,0,4,4,3,0,1,4,2,4,2,4,0,4,4,0,1,795.3119741100323,15.0,59.674418604651166
3,1,1,0,0,4,4,3,0,0,3,3,4,4,3,3,3,3,1,2,797.8601941747572,16.0,2576.5
3,1,1,0,0,4,4,3,0,1,4,2,4,2,4,0,3,3,0,1,795.3119741100323,15.0,59.674418604651166
3,4,3,0,0,4,4,3,0,1,3,3,4,4,3,3,3,3,1,2,796.0482200647249,17.0,166.1290322580645
3,1,1,0,0,4,4,3,0,0,3,3,4,4,3,3,3,3,0,1,798.0181229773463,15.0,2576.5
3,1,3,4,4,2,2,3,4,4,2,2,4,4,3,0,4,4,0,4,796.0566343042071,18.0,321.625
3,3,1,0,0,4,4,3,1,0,3,3,4,4,3,3,4,4,0,1,799.2174757281554,16.0,5154.0
3,1,2,0,1,2,2,3,0,1,3,2,4,2,4,0,4,4,0,4,794.7391585760518,16.0,51.28
3,3,1,0,0,4,4,3,1,0,3,3,4,4,3,3,4,3,1,2,799.0595469255663,17.0,5154.0
3,1,2,0,1,2,2,3,4,4,2,2,4,4,3,0,4,4,0,4,795.9385113268609,17.0,321.75
3,1,1,0,0,4,4,3,4,4,2,2,4,4,3,0,4,4,0,4,796.5113268608415,16.0,2576.0
3,3,1,0,0,4,4,3,1,0,3,3,4,4,3,3,3,4,0,2,799.2174757281554,16.0,5154.0
3,3,1,0,0,4,4,3,0,1,3,2,4,2,4,0,4,3,0,1,795.3119741100323,15.0,59.674418604651166
3,3,1,0,0,4,4,3,0,0,3,3,4,4,3,3,3,3,0,1,798.0181229773463,15.0,5153.0
3,1,1,0,0,4,4,3,0,1,3,3,4,4,3,0,4,4,0,1,795.3119741100323,15.0,166.06451612903226
3,4,0,3,0,1,4,1,0,1,3,2,4,2,4,0,4,3,4,1,795.2051779935275,16.0,31.81875
4,0,2,0,3,2,2,4,2,3,2,2,2,4,3,3,3,3,1,2,797.3161812297735,18.0,367.8571428571428
2,3,1,0,0,4,4,3,0,1,4,2,2,0,2,2,4,4,0,4,797.4741100323624,15.0,23.85377358490566
3,3,1,4,4,2,2,3,4,4,2,2,4,3,3,3,1,3,2,3,796.7941747572816,20.0,109.17021276595744
4,0,2,0,3,0,4,1,0,1,3,2,4,2,4,0,4,1,0,1,797.508902557462,14.0,16.381107491856678
3,4,1,0,0,4,4,3,0,1,4,2,2,3,3,1,0,0,3,2,797.5676375404531,15.0,35.91608391608391
3,3,1,4,4,2,2,3,2,3,0,2,2,3,3,1,0,0,3,2,798.0449838187702,17.0,37.88148148148148
3,1,2,0,0,1,4,1,0,1,3,2,4,2,4,2,3,2,2,4,796.0482200647249,17.0,27.68478260869565
3,4,0,3,1,4,4,4,3,2,4,4,2,0,1,1,4,3,4,1,797.7275080906148,18.0,104.9795918367347
3,2,0,3,4,2,2,3,2,3,0,2,2,3,2,1,3,0,0,4,797.6223300970873,16.0,34.2751677852349
3,1,2,0,1,2,2,3,4,4,2,3,4,4,3,0,4,4,0,1,795.9385113268609,17.0,367.7142857142857
3,1,1,0,0,4,4,3,4,4,2,2,4,4,3,0,3,4,0,4,796.5113268608415,16.0,2576.0
3,3,1,0,0,4,4,3,0,1,3,3,4,4,3,0,4,4,0,1,795.3119741100323,15.0,166.06451612903226
3,3,1,0,0,4,4,3,0,0,3,3,4,4,3,3,3,3,1,1,797.8601941747572,16.0,5153.0
3,1,1,0,1,4,4,3,0,1,4,2,4,2,4,0,4,3,1,2,794.5812297734628,17.0,61.07142857142857
3,1,2,0,1,2,2,3,4,4,2,3,4,4,3,0,4,3,1,2,795.7805825242718,18.0,367.7142857142857
3,1,1,0,1,4,4,3,4,4,2,2,4,4,3,0,4,4,0,4,795.9385113268609,17.0,2575.0
3,3,1,0,1,4,4,3,0,1,4,2,4,2,4,0,4,4,0,4,794.7391585760518,16.0,59.65116279069768
4,3,1,0,0,4,4,3,1,0,3,3,4,4,3,3,3,3,1,2,799.0595469255663,17.0,5154.0
3,3,1,0,0,4,4,3,0,0,3,3,4,4,3,0,4,4,0,1,797.1233009708737,14.0,5151.0
3,1,1,0,1,4,4,3,4,4,2,2,4,4,3,0,4,4,0,1,795.9385113268609,17.0,2575.0
3,1,1,0,1,4,4,3,0,1,4,2,4,2,4,0,3,3,1,1,794.5812297734628,17.0,61.07142857142857
3,3,1,0,1,2,2,3,4,4,2,3,4,4,3,0,4,3,1,2,795.7805825242718,18.0,367.7142857142857
3,3,1,0,0,0,4,1,0,1,3,2,2,0,2,1,3,0,0,4,800.4710262220783,13.0,12.659033078880409
3,3,1,0,0,4,4,3,4,4,2,2,4,4,3,0,4,4,0,4,796.5113268608415,16.0,2576.0
3,4,1,0,0,4,4,3,0,0,3,3,4,4,3,3,3,3,0,1,798.0181229773463,15.0,5153.0
3,3,1,0,0,4,4,3,0,0,3,3,4,4,3,0,4,4,0,4,797.1233009708737,14.0,5151.0
3,3,1,0,0,4,4,3,0,1,3,3,4,4,4,0,4,3,1,2,795.1540453074433,16.0,166.06451612903226
4,3,1,0,0,0,4,1,0,1,3,2,2,0,2,1,3,0,0,4,800.4710262220783,13.0,12.855297157622738
3,1,2,0,1,2,2,3,0,1,3,3,4,4,4,0,4,3,1,2,794.5812297734628,17.0,114.31111111111112
3,3,1,0,0,4,4,3,0,0,3,3,4,4,3,3,4,4,0,1,798.0181229773463,15.0,5153.0
3,1,1,0,1,4,4,3,0,1,4,3,4,4,3,0,4,4,0,4,794.7391585760518,16.0,166.0
4,3,1,0,0,4,4,3,1,0,3,3,4,4,3,3,3,4,0,2,799.2174757281554,16.0,5154.0
